structure_no,latitude,longitude,inside_shakemap,pga_raw,pga
      39C0129  ,37.46381111111111,-120.79896388888889,True,-5.81336784362793,0.0029873521764708527
      39C0130  ,37.419269444444446,-120.74579166666666,True,-5.779778957366943,0.003089398221486008
      39C0131  ,37.42646944444444,-120.74576666666667,True,-5.786399841308594,0.003069011238808891
      39C0132  ,37.44094444444444,-120.72238055555556,True,-5.787299156188965,0.00306625247201975
      39C0133  ,37.44823333333333,-120.72195277777777,True,-5.791511535644531,0.003053363418950967
      39C0134  ,37.455533333333335,-120.72183055555556,True,-5.791511535644531,0.003053363418950967
      39C0136  ,37.39957222222222,-120.70475277777778,True,-5.753536224365234,0.003171545646221798
      39C0137  ,37.40367777777777,-120.69522777777779,True,-5.753536224365234,0.003171545646221798
      39C0138  ,37.40385555555555,-120.66318055555556,True,-5.744735240936279,0.0031995815577293783
      39C0139  ,37.40398333333333,-120.68970277777778,True,-5.752462387084961,0.0031749531994241863
      39C0140  ,37.31133055555555,-120.54101666666666,True,-5.623444557189941,0.003612177303841247
      39C0143  ,37.27287222222222,-120.37900555555555,True,-5.536008358001709,0.003942231450483527
      39C0146  ,37.396366666666665,-120.64972222222222,True,-5.7434401512146,0.003203727987338101
      39C0147  ,37.25632777777778,-120.651775,True,-5.620820999145508,0.0036216665029541032
      39C0150  ,37.227225000000004,-120.67041944444445,True,-5.616316318511963,0.0036380177548448237
      39C0151  ,37.460486111111116,-120.61548333333333,True,-6.015160083770752,0.002441457495544035
      39C0152  ,37.43287222222222,-120.57159166666666,True,-5.747636795043945,0.0031903112543650415
      39C0153  ,37.44203888888889,-120.53947777777778,True,-5.759542465209961,0.0031525536715021644
      39C0154  ,37.45516111111112,-120.51931666666667,True,-5.993699550628662,0.002494418730599994
      39C0155  ,37.42446944444444,-120.52875555555555,True,-6.024974346160889,0.0024176135876389825
      39C0156  ,37.36284722222222,-120.59563888888889,True,-5.701663970947266,0.003340402497744729
      39C0157  ,37.35369166666667,-120.57644722222221,True,-5.685388088226318,0.003395215350814567
      39C0158  ,37.34228055555556,-120.570925,True,-5.681716442108154,0.003407704293536481
      39C0159  ,37.36081111111111,-120.54935555555555,True,-5.789838790893555,0.003058475190735625
      39C0160  ,37.375261111111115,-120.54280833333333,True,-5.815430641174316,0.002981196225154537
      39C0161  ,37.32056111111111,-120.5615,True,-5.6527628898620605,0.0035078116767075208
      39C0162  ,37.29543888888889,-120.52355,True,-5.621243953704834,0.0036201350264896274
      39C0163  ,37.28819722222222,-120.52381666666666,True,-5.605005264282227,0.003679401174797155
      39C0164  ,37.2585,-120.52863055555555,True,-5.590517997741699,0.0037330936296969034
      39C0165  ,37.26578333333333,-120.56059166666667,True,-5.603210926055908,0.00368600919171077
      39C0166  ,37.28029166666666,-120.58245555555555,True,-5.62212610244751,0.0036169429370835242
      39C0167  ,37.280274999999996,-120.60918055555555,True,-5.632932662963867,0.003578066662094761
      39C0168  ,37.19445833333333,-120.57950555555556,True,-5.551648139953613,0.003881055446852723
      39C0169  ,37.19932222222222,-120.67078611111111,True,-5.577231407165527,0.00378302468856547
      39C0170  ,37.186119444444444,-120.66035000000001,True,-5.570374488830566,0.003809053717392068
      39C0171  ,37.25816666666667,-120.475375,True,-5.561132431030273,0.0038444203906935156
      39C0172  ,37.26353611111111,-120.43441666666666,True,-5.561498641967773,0.003843012779655106
      39C0173  ,37.26711111111111,-120.41527500000001,True,-5.553601264953613,0.003873482658141889
      39C0174  ,37.26148888888889,-120.343075,True,-5.5308756828308105,0.003962517660695519
      39C0175  ,37.27858611111111,-120.34295277777777,True,-5.543565273284912,0.003912552622817488
      39C0176  ,37.28073055555556,-120.33120277777778,True,-5.5949625968933105,0.00371653834297751
      39C0177  ,37.27321666666666,-120.31011111111111,True,-5.560580253601074,0.0038465437790512202
      39C0178  ,37.361069444444446,-120.48197777777779,True,-5.77619743347168,0.003100482813054239
      39C0179  ,37.40105833333333,-120.44952222222223,True,-5.824270248413086,0.0029549597523200674
      39C0180  ,37.36811111111111,-120.43200277777778,True,-5.873728275299072,0.0028123684797542003
      39C0181  ,37.37228888888889,-120.42666944444444,True,-5.873728275299072,0.0028123684797542003
      39C0182  ,37.31785555555556,-120.3967638888889,True,-5.589060306549072,0.00373853929548742
      39C0183  ,37.317863888888894,-120.3961888888889,True,-5.589060306549072,0.00373853929548742
      39C0184  ,37.332097222222224,-120.39498055555556,True,-5.7628631591796875,0.0031421023679302244
      39C0185  ,37.332097222222224,-120.39457222222222,True,-5.7628631591796875,0.0031421023679302244
      39C0186  ,37.32410555555556,-120.32060833333333,True,-5.672243118286133,0.0034401399740765035
      39C0187  ,37.33685555555556,-120.31090833333333,True,-5.7879462242126465,0.0030642690398695366
      39C0188  ,37.272888888888886,-120.27768333333333,True,-5.57238245010376,0.0038014129587809623
      39C0189  ,37.287255555555554,-120.25521944444445,True,-5.778354644775391,0.0030938016254406205
      39C0190  ,37.290225,-120.25176944444445,True,-5.778354644775391,0.0030938016254406205
      39C0191  ,37.199799999999996,-120.23422222222223,True,-5.67238712310791,0.0034396446130006953
      39C0192  ,37.19955833333333,-120.17822222222223,True,-5.52627420425415,0.003980793115631603
      39C0193  ,37.19956666666666,-120.17217500000001,True,-5.661046504974365,0.0034788743332679773
      39C0194  ,37.04558888888889,-120.92680833333334,True,-5.623617172241211,0.0036115538414817914
      39C0195  ,37.07185555555556,-120.91264722222223,True,-5.598338603973389,0.003704012438885603
      39C0196  ,37.038333333333334,-120.90868055555556,True,-5.600653171539307,0.0036954491657908294
      39C0197  ,37.12242222222222,-121.01246111111111,True,-5.696345329284668,0.0033582162320810686
      39C0198  ,37.16529444444444,-121.04461111111111,True,-5.8592753410339355,0.0028533106107972673
      39C0199  ,37.062999999999995,-120.9624388888889,True,-5.771751403808594,0.0031142983409766156
      39C0200  ,37.15871388888889,-120.99664722222222,True,-5.7227091789245605,0.0032708376037922466
      39C0201  ,37.121988888888886,-120.97793888888889,True,-5.6705474853515625,0.003445978137007942
      39C0202  ,37.042113888888885,-120.92396944444445,True,-5.591134071350098,0.003730794477530172
      39C0203  ,37.071075,-120.92609166666666,True,-5.611075401306152,0.003657134355194454
      39C0204  ,37.23545277777778,-121.06743333333333,True,-5.902153968811035,0.0027335504904478073
      39C0205  ,37.42878611111111,-120.57591111111111,True,-5.7664713859558105,0.0031307853794416535
      39C0206  ,37.21696666666667,-121.06874444444443,True,-5.8916401863098145,0.0027624420594587265
      39C0207  ,37.202450000000006,-121.06878611111111,True,-5.831116199493408,0.0029347993297828136
      39C0208  ,37.18798888888889,-121.06666388888888,True,-5.909994125366211,0.0027122028205381755
      39C0210  ,37.187841666666664,-121.04803055555556,True,-5.766550064086914,0.003130539064789028
      39C0211  ,37.187749999999994,-121.03391666666667,True,-5.7491655349731445,0.003185437824216669
      39C0212  ,37.18774166666666,-121.02983888888889,True,-5.7491655349731445,0.003185437824216669
      39C0213  ,37.173291666666664,-121.01872777777778,True,-5.735473155975342,0.003229354018649187
      39C0214  ,37.17324444444444,-120.9956,True,-5.7227091789245605,0.0032708376037922466
      39C0215  ,37.18765833333333,-121.0036,True,-5.732892036437988,0.0032377001339267473
      39C0216  ,37.202486111111114,-121.05545833333333,True,-5.768587589263916,0.0031241670064460552
      39C0217  ,37.223841666666665,-121.04134444444445,True,-5.874963760375977,0.0028088959860155128
      39C0218  ,37.21676388888889,-121.04138333333333,True,-5.874963760375977,0.0028088959860155128
      39C0219  ,37.209408333333336,-121.01172777777778,True,-5.775179386138916,0.003103640858559495
      39C0220  ,37.23133611111111,-120.89955277777779,True,-5.690805912017822,0.003376870412005555
      39C0221  ,37.2319,-120.94228333333334,True,-5.724198341369629,0.0032659704201817422
      39C0222  ,37.260075,-121.02109722222222,True,-5.899485111236572,0.002740855691313624
      39C0223  ,37.270427777777776,-121.03092777777778,True,-5.906988143920898,0.0027203679178098203
      39C0224  ,37.53930555555555,-120.52168611111111,True,-5.953631401062012,0.002596394827308945
      39C0226  ,37.55566388888889,-120.46236944444445,True,-6.117659091949463,0.0022036083746131614
      39C0228  ,37.502766666666666,-120.41428611111111,True,-6.065911293029785,0.002320642265521525
      39C0229  ,37.35339166666667,-120.23694444444445,True,-5.902709484100342,0.002732032383061244
      39C0231  ,37.21706666666667,-120.14320277777779,True,-5.5852580070495605,0.0037527814007957557
      39C0232  ,37.22156944444445,-120.19830833333334,True,-5.673471927642822,0.0034359152940827854
      39C0233  ,37.20829444444445,-120.22069444444445,True,-5.547539234161377,0.0038970351451134175
      39C0234  ,37.215205555555556,-120.22924444444445,True,-5.466411113739014,0.004226372944259353
      39C0236  ,37.26358333333334,-120.46971666666667,True,-5.573751449584961,0.0037962123870148097
      39C0244  ,36.95483333333333,-120.82369444444444,True,-5.557060718536377,0.0038601056765469647
      39C0245  ,36.93204166666666,-120.80976111111111,True,-5.590427398681641,0.0037334318597922974
      39C0246  ,36.95478611111111,-120.80905555555556,True,-5.557060718536377,0.0038601056765469647
      39C0247  ,37.15917222222222,-120.81275833333333,True,-5.616328239440918,0.0036379743865521262
      39C0248  ,37.099580555555555,-120.82147777777777,True,-5.566081523895264,0.0038254410012875787
      39C0249  ,37.09961944444445,-120.82997499999999,True,-5.573561668395996,0.0037969329050834056
      39C0250  ,37.121091666666665,-121.057675,True,-5.7239460945129395,0.0032667943548673724
      39C0251  ,37.115233333333336,-121.034325,True,-5.710249423980713,0.0033118463879629047
      39C0252  ,37.15902222222222,-121.05967222222222,True,-5.986663341522217,0.0025120318746033933
      39C0253  ,37.12975,-121.01523333333333,True,-5.708838939666748,0.0033165209912957277
      39C0254  ,37.114530555555554,-120.88943888888889,True,-5.609491348266602,0.0036629320406942065
      39C0259  ,37.042094444444444,-120.89065555555557,True,-5.575484752655029,0.0037896380996919146
      39C0261  ,36.998375,-120.84515833333333,True,-5.530568599700928,0.0039637346698729115
      39C0262  ,37.003727777777776,-120.85505277777777,True,-5.530568599700928,0.0039637346698729115
      39C0263  ,36.99834722222222,-120.87521944444444,True,-5.609681129455566,0.0036622369510559815
      39C0264  ,37.10104166666667,-120.98856666666667,True,-5.662355899810791,0.003474322094169014
      39C0265  ,37.012341666666664,-120.89108333333334,True,-5.553406715393066,0.003874236315800322
      39C0267  ,37.01790277777778,-120.59940555555555,True,-5.393288612365723,0.004546995415596601
      39C0268  ,37.00617777777778,-120.59942222222222,True,-5.380904674530029,0.004603655235888973
      39C0269  ,37.025013888888886,-120.61748333333333,True,-5.416128635406494,0.004444318965317685
      39C0270  ,37.03270555555555,-120.61746944444444,True,-5.416128635406494,0.004444318965317685
      39C0271  ,37.03885555555556,-120.61744444444444,True,-5.416128635406494,0.004444318965317685
      39C0272  ,37.039725,-120.61847499999999,True,-5.416128635406494,0.004444318965317685
      39C0273  ,37.0543,-120.63092222222221,True,-5.437459945678711,0.004350519804736974
      39C0274  ,37.04382777777778,-120.67171944444445,True,-5.452229022979736,0.004286738794131114
      39C0275  ,37.06663333333333,-120.67274444444445,True,-5.466640949249268,0.004225401685296361
      39C0277  ,37.43923333333333,-120.557675,True,-5.982943534851074,0.002521393548542494
      39C0279  ,37.29530277777778,-120.54928888888888,True,-5.626661777496338,0.00360057480756997
      39C0280  ,37.27305833333333,-120.56049166666666,True,-5.603210926055908,0.00368600919171077
      39C0281  ,37.28381666666667,-120.55987499999999,True,-5.6193718910217285,0.0036269184937373477
      39C0282  ,37.29111388888889,-120.57791666666667,True,-5.62212610244751,0.0036169429370835242
      39C0283  ,37.27301666666666,-120.58969444444443,True,-5.6069488525390625,0.003672256878915406
      39C0285  ,37.207952777777784,-120.67065000000001,True,-5.577231407165527,0.00378302468856547
      39C0286  ,37.33126111111111,-120.65825555555556,True,-5.696238994598389,0.0033585733459370235
      39C0288  ,37.27290833333333,-120.28017777777778,True,-5.57238245010376,0.0038014129587809623
      39C0289  ,37.32090277777778,-120.25167777777777,True,-5.624266147613525,0.0036092107923557065
      39C0290  ,37.257041666666666,-120.28866111111111,True,-5.499112129211426,0.0040904015747513685
      39C0291  ,37.23789166666667,-120.2435888888889,True,-5.4683380126953125,0.004218236991740697
      39C0292  ,37.201794444444445,-120.14331666666668,True,-5.587820053100586,0.0037431789082941094
      39C0293  ,37.15876111111111,-121.02059722222222,True,-5.735473155975342,0.003229354018649187
      39C0295  ,37.03738611111111,-120.92707222222222,True,-5.7235002517700195,0.0032682511561511105
      39C0296  ,37.44864722222222,-120.78884722222222,True,-5.798919200897217,0.003030828692749237
      39C0297  ,37.235225,-120.56059166666667,True,-5.564847469329834,0.003830164718282786
      39C0298  ,37.214150000000004,-120.56054722222223,True,-5.554433822631836,0.003870259102497593
      39C0299  ,37.18629444444444,-120.43384166666667,True,-5.487765312194824,0.0041370789318503345
      39C0300  ,37.18548611111111,-120.40955833333334,True,-5.483330726623535,0.004155465901551593
      39C0301  ,37.18205277777778,-120.38302499999999,True,-5.471712112426758,0.0042040282238197365
      39C0303  ,37.144533333333335,-120.70695277777779,True,-5.547145366668701,0.0038985703628912345
      39C0304  ,37.140724999999996,-120.70701666666668,True,-5.5338969230651855,0.003950564009428318
      39C0306  ,37.43369166666666,-120.72652222222223,True,-5.785182952880859,0.0030727481563146775
      39C0307  ,37.471808333333335,-120.72141944444445,True,-5.799419403076172,0.003029313044729907
      39C0308  ,37.491844444444446,-120.721425,True,-6.040235996246338,0.002380996940967151
      39C0309  ,37.499575,-120.66416944444445,True,-6.01106595993042,0.0024514736145066955
      39C0310  ,37.42868333333333,-120.79516111111111,True,-5.79141902923584,0.0030536458877001675
      39C0311  ,37.433975,-120.78655277777777,True,-5.785210132598877,0.003072664641021216
      39C0312  ,37.396858333333334,-120.79591666666667,True,-5.777973651885986,0.003094980566430947
      39C0313  ,37.38673333333333,-120.81386666666667,True,-5.774186134338379,0.0031067250868845866
      39C0315  ,37.226530555555556,-120.10931111111111,True,-5.710190296173096,0.003312042215968373
      39C0319  ,37.293730555555555,-120.59686944444444,True,-5.643911838531494,0.003538997307131038
      39C0321  ,37.43264444444444,-120.66502777777778,True,-5.790570259094238,0.0030562388314036037
      39C0326  ,37.42561111111111,-120.58396111111111,True,-5.7664713859558105,0.0031307853794416535
      39C0327  ,37.43840833333333,-120.56251388888889,True,-5.747636795043945,0.0031903112543650415
      39C0329  ,37.40701388888889,-120.68600277777779,True,-5.752462387084961,0.0031749531994241863
      39C0332  ,37.08101388888889,-120.9980861111111,True,-5.792312145233154,0.0030509198452250046
      39C0333  ,37.05192222222222,-120.85411388888889,True,-5.543838024139404,0.003911485616266458
      39C0334  ,37.042316666666665,-120.84073888888888,True,-5.550595283508301,0.003885143792937657
      39C0338  ,37.32058888888889,-120.88934166666667,True,-5.7478132247924805,0.0031897484382029015
      39C0340  ,37.30363055555555,-120.99645,True,-5.792701244354248,0.0030497329659165224
      39C0341  ,37.23878333333334,-121.07760555555555,True,-5.910027503967285,0.002712112292513054
      39C0343  ,37.14341666666667,-120.87304166666667,True,-5.627511501312256,0.0035975166128994155
      39C0345  ,36.98388888888889,-120.84296666666665,True,-5.520946025848389,0.004002060098374018
      39C0347  ,37.113236111111114,-120.56363888888889,True,-5.4742841720581055,0.004193229106476544
      39C0348  ,37.113422222222226,-120.58831111111111,True,-5.4761962890625,0.004185218822539386
      39C0349  ,37.11285277777778,-120.59588333333333,True,-5.478544235229492,0.004175403681267762
      39C0350  ,37.31198333333333,-120.41491666666667,True,-5.587079048156738,0.0037459536502926663
      39C0352  ,36.98942777777778,-120.85525,True,-5.520946025848389,0.004002060098374018
      39C0353  ,37.137,-121.01753333333333,True,-5.708838939666748,0.0033165209912957277
      39C0354  ,37.35044722222222,-120.96263055555556,True,-5.799695014953613,0.0030284782451199194
      39C0355  ,37.37262777777778,-120.68394444444445,True,-5.730597972869873,0.003245136149934034
      39C0356  ,37.383469444444444,-120.71354444444445,True,-5.746618747711182,0.003193560796041194
      39C0357  ,37.05603333333333,-120.86557499999999,True,-5.556549072265625,0.0038620811905601712
      39C0358  ,37.245333333333335,-120.94338333333334,True,-5.726522445678711,0.0032583887779312373
      39C0359  ,37.280252777777775,-120.5863,True,-5.62212610244751,0.0036169429370835242
      39C0360  ,37.20764166666667,-120.57917222222221,True,-5.551648139953613,0.003881055446852723
      39C0361  ,37.245775,-121.01247777777778,True,-5.889434337615967,0.00276854231431348
      39C0362  ,37.31292222222222,-120.55900555555556,True,-5.6527628898620605,0.0035078116767075208
      39C0364  ,37.45418055555556,-120.60804999999999,True,-5.792362213134766,0.003050767095894321
      39C0366  ,37.04115833333333,-120.68976666666667,True,-5.448185920715332,0.004304105601688597
      39C0367  ,37.40255277777778,-120.72295833333334,True,-5.766534328460693,0.0031305883261691994
      39C0368  ,37.38201388888889,-120.63251944444444,True,-5.7266130447387695,0.003258093584342984
      39C0369  ,37.25696388888889,-120.37915833333332,True,-5.527216911315918,0.003977042162153016
      39C0370  ,36.974925,-120.599475,True,-5.350140571594238,0.004747483591166224
      39C0371  ,36.980697222222226,-120.60854722222221,True,-5.378981590270996,0.004612516971007706
      39C0372  ,37.207097222222224,-120.3567861111111,True,-5.471020698547363,0.00420693595238916
      39C0373  ,37.20773333333334,-120.35565,True,-5.471020698547363,0.00420693595238916
      39C0374  ,37.250169444444445,-120.41057500000001,True,-5.546752452850342,0.0039001024660311975
      39C0375  ,37.25066666666667,-120.40963888888889,True,-5.546752452850342,0.0039001024660311975
      39C0376  ,37.25456666666667,-120.41596666666668,True,-5.546752452850342,0.0039001024660311975
      39C0377  ,37.25513888888889,-120.41522222222223,True,-5.546752452850342,0.0039001024660311975
      39C0378  ,37.249344444444446,-120.40955555555556,True,-5.546752452850342,0.0039001024660311975
      39C0379  ,37.249944444444445,-120.40877777777779,True,-5.546752452850342,0.0039001024660311975
      39C0381  ,37.33416666666667,-120.56694444444445,True,-5.738293170928955,0.003220260020657903
      39C0382  ,37.33861111111111,-120.57305555555556,True,-5.738293170928955,0.003220260020657903
      39C0385  ,37.34919166666667,-120.56089722222222,True,-5.681716442108154,0.003407704293536481
      39C0386  ,37.262055555555555,-120.42371111111112,True,-5.553601264953613,0.003873482658141889
      39C0387  ,37.261716666666665,-120.42476111111111,True,-5.553601264953613,0.003873482658141889
      39C0388  ,37.264966666666666,-120.42728333333334,True,-5.561498641967773,0.003843012779655106
      39C0389  ,37.264586111111115,-120.42830277777779,True,-5.561498641967773,0.003843012779655106
      39C0390  ,37.26668333333333,-120.42939166666667,True,-5.561498641967773,0.003843012779655106
      39C0391  ,37.27160833333333,-120.43313055555556,True,-5.561498641967773,0.003843012779655106
      39C0392  ,37.27073611111111,-120.43562777777778,True,-5.561498641967773,0.003843012779655106
      39C0393  ,37.27213888888889,-120.43735000000001,True,-5.561498641967773,0.003843012779655106
      39C0394  ,37.27390555555556,-120.44093055555555,True,-5.561498641967773,0.003843012779655106
      39C0395  ,37.27610833333333,-120.44244722222223,True,-5.584921836853027,0.003754043186132237
      39C0396  ,37.360458333333334,-120.65059166666667,True,-5.717215061187744,0.0032888574268724515
      39C0398  ,37.209808333333335,-120.22250555555556,True,-5.472254276275635,0.00420174956945495
      39C0399  ,37.232,-120.143,True,-5.579720973968506,0.0037736183096486625
      39C0400  ,37.27311111111111,-120.59969444444444,True,-5.610321521759033,0.003659892433484682
      39C0402  ,37.55463888888889,-120.50736111111111,True,-6.066524028778076,0.002319220760594362
      39C0404  ,37.29301944444444,-121.00824444444444,True,-5.792701244354248,0.0030497329659165224
      39C0405  ,37.34599444444445,-120.63371944444445,True,-5.690798759460449,0.003376894565351297
      39C0406  ,37.327286111111114,-120.49324722222222,True,-5.745316028594971,0.003197723819775531
      39C0407  ,37.33215555555556,-120.48974166666667,True,-5.746382713317871,0.0031943146751933923
      39C0408  ,37.33629166666667,-120.4865361111111,True,-5.746382713317871,0.0031943146751933923
      39C0409  ,37.34373055555556,-120.47786944444445,True,-5.751070022583008,0.003179376970590706
      39C0410  ,37.2565,-120.52859166666667,True,-5.579741477966309,0.0037735409361803686
      39C0411  ,37.57888055555556,-120.42623055555556,True,-6.144854545593262,0.0021444877944287234
      39C0413  ,37.16976666666667,-120.31151666666666,True,-5.509649276733398,0.004047526696099138
      39C0414  ,37.18740277777778,-120.33433333333333,True,-5.447807788848877,0.0043057334289204625
      39C0415  ,37.18223333333333,-120.32244444444444,True,-5.51517391204834,0.0040252272420692
      39C0416  ,37.179627777777775,-120.3239,True,-5.51517391204834,0.0040252272420692
      39C0422  ,37.07205555555556,-120.96219444444445,True,-5.771751403808594,0.0031142983409766156
      39C0425  ,37.09300277777778,-120.70754444444445,True,-5.506923198699951,0.004058575622991103
      39I0001  ,37.36632222222222,-120.42687500000001,True,-5.873728275299072,0.0028123684797542003
      39I0002  ,37.365347222222226,-120.4251,True,-5.873728275299072,0.0028123684797542003
      39I0003  ,37.36827777777778,-120.42344444444446,True,-5.877931594848633,0.0028005720058855293
      39I0004  ,37.36419444444444,-120.41973611111112,True,-5.877931594848633,0.0028005720058855293
      40 0002  ,37.48266666666667,-119.96349722222223,True,-6.100424289703369,0.002241916295660345
      40 0003  ,37.55047777777777,-119.923,True,-6.1533894538879395,0.0021262626732665357
      40 0004  ,37.57982222222223,-119.95582777777778,True,-6.195062160491943,0.002039476420894969
      40 0005  ,37.604705555555554,-119.96604444444445,True,-6.2158122062683105,0.001997593233601707
      40 0006  ,37.63498055555556,-119.93393333333334,True,-6.240232467651367,0.0019494022971934123
      40 0007  ,37.64237222222222,-119.92528611111112,True,-6.2566914558410645,0.0019175797099875644
      40 0008  ,37.653755555555556,-119.88854166666667,True,-6.244389057159424,0.001941316248891727
      40 0009  ,37.671683333333334,-119.79376944444444,True,-6.2412309646606445,0.0019474567962798463
      40 0010  ,37.676716666666664,-119.77564722222222,True,-6.254082202911377,0.001922589693778787
      40 0011  ,37.347661111111115,-120.20818055555556,True,-6.034837245941162,0.002393886110326154
      40 0012  ,37.358244444444445,-120.18840833333334,True,-6.034294605255127,0.0023951854828416635
      40 0013  ,37.36316388888889,-120.17740277777779,True,-6.0502753257751465,0.0023572129156654246
      40 0014  ,37.370425,-120.1728138888889,True,-6.0450239181518555,0.002369624161273014
      40 0015  ,37.37110833333333,-120.17185,True,-6.0450239181518555,0.002369624161273014
      40 0016  ,37.37215,-120.1703888888889,True,-6.0450239181518555,0.002369624161273014
      40 0017  ,37.374069444444444,-120.16845555555555,True,-6.0450239181518555,0.002369624161273014
      40 0018  ,37.377491666666664,-120.16712222222223,True,-6.061055660247803,0.0023319378536019748
      40 0019  ,37.709808333333335,-120.1964888888889,True,-6.38926362991333,0.0016794924741750047
      40 0021  ,37.46877777777778,-119.94993055555555,True,-6.079256057739258,0.0022898795575871556
      40 0023  ,37.46012777777778,-119.87712222222221,True,-6.06121826171875,0.002331558707902481
      40 0024  ,37.46405277777778,-119.78296388888889,True,-6.0353899002075195,0.0023925634844651844
      40 0025  ,37.71330555555556,-120.21115,True,-6.393474578857422,0.0016724350866919688
      40 0027  ,37.479572222222224,-119.637,True,-6.017181873321533,0.002436526368820828
      40 0028  ,37.46163888888889,-119.79517777777778,True,-6.039582252502441,0.002382554011728724
      40 0035  ,37.463886111111115,-119.88990833333334,True,-6.06121826171875,0.002331558707902481
      40 0044  ,37.501961111111115,-119.98850833333333,True,-6.121510028839111,0.002195138736321153
      40 0046  ,37.665725,-119.81018055555555,True,-6.245096683502197,0.0019399430083022675
      40 0047  ,37.60981388888889,-120.1361638888889,True,-6.246824741363525,0.0019365935693818742
      40 0048  ,37.445613888888886,-119.74518611111111,True,-6.010026454925537,0.0024540232585525974
      40 0050Y ,37.47014444444444,-119.95093888888889,True,-6.079256057739258,0.0022898795575871556
      40 0057  ,37.659930555555555,-119.90081388888889,True,-6.2649641036987305,0.0019017816841570665
      40 0058  ,37.65555833333333,-119.89806666666668,True,-6.2484588623046875,0.0019334315255602876
      40 0059  ,37.64152222222222,-120.37896111111111,True,-6.355552673339844,0.0017370748982465704
      40 0060  ,37.663469444444445,-120.37332777777777,True,-6.382829189300537,0.0016903339106445162
      40C0003  ,37.433825,-120.003425,True,-6.060111999511719,0.002334139450410263
      40C0008  ,37.477919444444446,-120.11350555555555,True,-6.142584323883057,0.0021493617876061264
      40C0010  ,37.491505555555555,-120.14284722222223,True,-6.152146339416504,0.00212890750473929
      40C0013  ,37.48789444444444,-120.21440555555556,True,-6.171327590942383,0.0020884615366265043
      40C0014  ,37.49775833333334,-120.23381944444445,True,-6.19183349609375,0.0020460718472858808
      40C0015  ,37.49956944444445,-120.23889444444444,True,-6.19183349609375,0.0020460718472858808
      40C0023  ,37.52000833333333,-120.22712222222222,True,-6.2075581550598145,0.0020141497054303728
      40C0024  ,37.53505277777778,-120.20605555555557,True,-6.214059829711914,0.002001096838074078
      40C0025  ,37.53959722222222,-120.20246944444445,True,-6.214059829711914,0.002001096838074078
      40C0026  ,37.54014166666666,-120.201175,True,-6.214059829711914,0.002001096838074078
      40C0027  ,37.546025,-120.1885,True,-6.225337028503418,0.0019786568392112266
      40C0028  ,37.326286111111116,-119.88261944444444,True,-5.925409317016602,0.0026707142926361677
      40C0029  ,37.30594722222222,-119.97636944444444,True,-5.921332359313965,0.0026816249077886776
      40C0030  ,37.56421666666667,-119.94021111111111,True,-6.17425537109375,0.0020823559227016964
      40C0031  ,37.70780555555556,-120.19749722222222,True,-6.3732500076293945,0.0017066037276150766
      40C0032  ,37.398941666666666,-120.00369444444445,True,-6.026959419250488,0.0024128192081363364
      40C0034  ,37.51691666666667,-119.83779444444444,True,-6.098701477050781,0.002245782026429341
      40C0035  ,37.42061666666667,-119.87486944444444,True,-6.006102085113525,0.002463672674901588
      40C0036  ,37.42170833333333,-119.97082222222222,True,-6.033965110778809,0.002395974813260883
      40C0037  ,37.720225,-120.09412222222221,True,-6.363885402679443,0.0017226604624774782
      40C0038  ,37.70971111111111,-120.17397222222223,True,-6.380812644958496,0.0016937459830696062
      40C0039  ,37.71631388888889,-120.18969444444444,True,-6.3850417137146,0.00168659813986529
      40C0041  ,37.391888888888886,-119.83637499999999,True,-5.980078220367432,0.002528628494243524
      40C0042  ,37.566475,-119.98534444444445,True,-6.187313079833984,0.0020553418801512054
      40C0043  ,37.70685277777778,-119.98161666666667,True,-6.318306922912598,0.0018029935305741982
      40C0045  ,37.71026388888889,-120.19574166666668,True,-6.38926362991333,0.0016794924741750047
      40C0050  ,37.484433333333335,-119.96633888888888,True,-6.100424289703369,0.002241916295660345
      40C0051  ,37.51173333333333,-119.96123333333334,True,-6.133489608764648,0.0021689987818308398
      40C0052  ,37.43663055555555,-119.98664444444445,True,-6.05535364151001,0.0023452725882626793
      40C0053  ,37.415933333333335,-120.10086944444444,True,-6.073009967803955,0.002304227112658689
      40C0054  ,37.69244166666666,-119.76041666666667,True,-6.267005443572998,0.0018979034611054583
      40C0057  ,37.508694444444444,-120.09490277777778,True,-6.1701459884643555,0.002090930726466577
      40C0058  ,37.406613888888884,-120.12336944444444,True,-6.061811447143555,0.0023301760713803354
      40C0060  ,37.55604444444444,-119.93125555555557,True,-6.157718658447266,0.002117077543705139
      40C0061  ,37.673655555555555,-119.83473055555555,True,-6.249000072479248,0.0019323854158549809
      40C0062  ,37.336333333333336,-120.03868888888888,True,-5.970510005950928,0.0025529390727995886
      40C0063  ,37.33153055555556,-120.04762222222222,True,-5.975711822509766,0.00253969363210061
      40C0064  ,37.670027777777776,-119.81936666666667,True,-6.245096683502197,0.0019399430083022675
      40C0065  ,37.524027777777775,-119.92137500000001,True,-6.120177745819092,0.0021980652314131286
      40C0066  ,37.429475,-119.81868888888889,True,-6.009820938110352,0.002454527653426125
      40C0067  ,37.699619444444444,-119.7557861111111,True,-6.263307094573975,0.0019049355660449127
      40C0070  ,37.47063611111111,-119.87964166666666,True,-6.06121826171875,0.002331558707902481
